onset	duration	trial_type	event_type	participant_value	gold_std	block_score	n_button_press	stim_file
387.7168	0.0	n/a	button_press	6	n/a	n/a	n/a	circles5
395.0214	2.0	n/a	running_avg	6.9867	5.0	n/a	n/a	circles5
395.0214	0.0	n/a	default_rating	5	n/a	n/a	n/a	circles5
395.0214	147.0	EA_block	block_summary	n/a	n/a	0.680496665545	10.0	ME_5_amuse
395.0347	0.0	n/a	button_press	7	n/a	n/a	n/a	ME_5_amuse
397.0214	2.0	n/a	running_avg	7.0	5.0	n/a	n/a	ME_5_amuse
399.0214	2.0	n/a	running_avg	7.0	5.0	n/a	n/a	ME_5_amuse
401.0214	2.0	n/a	running_avg	7.0	5.0	n/a	n/a	ME_5_amuse
403.0214	2.0	n/a	running_avg	7.0	5.0	n/a	n/a	ME_5_amuse
405.0214	2.0	n/a	running_avg	4.85545	5.0	n/a	n/a	ME_5_amuse
405.5917	0.0	n/a	button_press	4	n/a	n/a	n/a	ME_5_amuse
407.0214	2.0	n/a	running_avg	4.0	6.1065	n/a	n/a	ME_5_amuse
409.0214	2.0	n/a	running_avg	4.4688	7.0	n/a	n/a	ME_5_amuse
410.0838	0.0	n/a	button_press	5	n/a	n/a	n/a	ME_5_amuse
411.0214	2.0	n/a	running_avg	4.7109	7.0	n/a	n/a	ME_5_amuse
411.5634	0.0	n/a	button_press	4	n/a	n/a	n/a	ME_5_amuse
412.1232	0.0	n/a	button_press	5	n/a	n/a	n/a	ME_5_amuse
413.003	0.0	n/a	button_press	4	n/a	n/a	n/a	ME_5_amuse
413.0214	2.0	n/a	running_avg	5.212	7.0	n/a	n/a	ME_5_amuse
413.5361	0.0	n/a	button_press	5	n/a	n/a	n/a	ME_5_amuse
414.0827	0.0	n/a	button_press	6	n/a	n/a	n/a	ME_5_amuse
415.0214	2.0	n/a	running_avg	6.0	7.0	n/a	n/a	ME_5_amuse
417.0214	2.0	n/a	running_avg	6.0	7.0	n/a	n/a	ME_5_amuse
419.0214	2.0	n/a	running_avg	6.0	7.0	n/a	n/a	ME_5_amuse
421.0214	2.0	n/a	running_avg	6.0	7.0	n/a	n/a	ME_5_amuse
423.0214	2.0	n/a	running_avg	6.717400000000001	7.495	n/a	n/a	ME_5_amuse
423.5866	0.0	n/a	button_press	7	n/a	n/a	n/a	ME_5_amuse
425.0214	2.0	n/a	running_avg	7.0	8.0	n/a	n/a	ME_5_amuse
427.0214	2.0	n/a	running_avg	7.0	8.0	n/a	n/a	ME_5_amuse
